Structure du canal;Emplacement;Section du canal;Type de bassin;Point Début;_coordonnées du point début_latitude;_coordonnées du point début_longitude;kdt;Point final;_coordonnées du point final_latitude;_coordonnées du point final_longitude
Maconné;Surface ouvert;Rectangulaire;;aval;-4,3873928;15,3468975;"-4.3874522 15.3467677 301.3000183105469 12.705; -4.387453 15.3468194 301.3000183105469 15.0; -4.3874788 15.3467587 301.3000183105469 15.0; -4.3875214 15.3466574 302.6000061035156 15.0; -4.3875424 15.3465764 302.6000061035156 15.0; -4.387557 15.3464722 302.6000061035156 15.0; -4.3875806 15.3464383 302.6000061035156 15.0; -4.3874065 15.3464398 302.6000061035156 15.0; -4.3873936 15.3463853 302.6000061035156 15.0; -4.3874331 15.3463473 302.6000061035156 15.0; -4.3874484 15.346322 301.9000244140625 15.0; -4.3874569 15.3462652 301.4000244140625 15.0";amont;-4,3874764;15,3461037
Maconné;Surface ouvert;Rectangulaire;;aval;-4,3875194;15,3460908;"-4.3875669 15.3460515 301.8000183105469 7.565; -4.3875398 15.345751 301.9000244140625 9.062; -4.3875351 15.3456745 302.1000061035156 9.098; -4.3875224 15.3455639 302.1000061035156 9.333; -4.3875223 15.3454729 302.1000061035156 9.723; -4.3875039 15.3454419 302.1000061035156 9.354; -4.387529 15.345399 302.1000061035156 9.178; -4.3876147 15.3452897 302.1000061035156 7.668";amont;-4,3875282;15,3454034
Maconné;Surface ouvert;Rectangulaire;;aval;-4,3876034;15,3451926;"-4.3875908 15.3453099 301.6000061035156 15.0; -4.3876693 15.3452572 301.6000061035156 11.338; -4.3876753 15.3452309 301.6000061035156 13.136; -4.3877116 15.3451549 302.4000244140625 13.527";amont;-4,3876629;15,3452183
Maconné;Surface recouvert;Rectangulaire;;amont;-4,3872164;15,3449788;"-4.3871631 15.345022 302.3000183105469 15.0; -4.387061 15.3450854 302.3000183105469 11.317; -4.3870433 15.3451543 302.3000183105469 9.518";aval;-4,3871561;15,3450435
Maconné;Surface ouvert;Rectangulaire;;amont;-4,3871188;15,3451167;"-4.3871426 15.345108 302.3000183105469 11.706; -4.3871228 15.3451881 302.3000183105469 13.356; -4.3871046 15.3453416 302.3000183105469 10.252; -4.3871085 15.3454114 301.9000244140625 8.905; -4.3870786 15.3454952 301.9000244140625 9.732; -4.3870789 15.3455512 301.9000244140625 9.848";aval;-4,3870665;15,3455879
Maconné;Surface ouvert;Rectangulaire;;amont;-4,3870773;15,3455834;"-4.3870878 15.3455711 301.9000244140625 2.312; -4.3870731 15.3456568 301.9000244140625 12.585; -4.3870693 15.345762 301.9000244140625 11.489; -4.3870526 15.3458516 301.9000244140625 11.304; -4.3870681 15.3459581 301.9000244140625 11.557; -4.3869862 15.346098 301.8000183105469 9.415; -4.3869521 15.3461844 301.8000183105469 8.575; -4.3869357 15.3462871 301.8000183105469 7.64; -4.3869165 15.3463324 301.8000183105469 7.528";aval;-4,386944;15,3462762
Maconné;Surface ouvert;Rectangulaire;;amont;-4,3869292;15,3463977;"-4.3869923 15.3463329 301.8000183105469 11.494; -4.3869695 15.3465298 301.8000183105469 11.256; -4.3869677 15.3466499 301.9000244140625 9.92; -4.3869508 15.346724 301.8000183105469 10.418; -4.3869164 15.3467968 301.8000183105469 10.51; -4.3868935 15.3468551 301.8000183105469 9.621";aval;-4,3868934;15,3468511
Maconné;Surface ouvert;Rectangulaire;;aval;-4,3864286;15,3469453;"-4.3865453 15.3467168 301.9000244140625 10.2;-4.3864595 15.3467964 301.9000244140625 15.0;-4.3864464 15.3467173 301.9000244140625 15.0;-4.3864674 15.3466096 301.9000244140625 15.0;-4.3865297 15.3465112 301.9000244140625 15.0;-4.3865272 15.3464303 302.0 14.987;-4.3864986 15.3463094 302.0 14.786;-4.3865383 15.346163 301.9000244140625 13.11;-4.3865741 15.3460817 301.9000244140625 13.362;-4.3866448 15.3460154 301.9000244140625 12.377";amont;-4,3865778;15,3460723
Maconné;Surface ouvert;Rectangulaire;;aval;-4,3868728;15,3462577;"-4.3868373 15.3460038 301.3000183105469 11.664;-4.3866148 15.3460176 301.3000183105469 16.192;-4.38659 15.3458558 301.9000244140625 7.631;-4.3865672 15.3457197 301.9000244140625 7.29;-4.3866478 15.3455447 302.9000244140625 7.161";amont;-4,3866301;15,3455868
Maconné;Surface ouvert;Rectangulaire;;aval;-4,3866769;15,3454608;"-4.3865485 15.3455698 302.9000244140625 15.0;-4.3866648 15.3454504 302.9000244140625 13.925;-4.3867036 15.3453151 302.9000244140625 9.52;-4.3866251 15.345337 302.9000244140625 8.479;-4.3866006 15.3451943 301.70001220703125 5.479;-4.3867049 15.3449707 302.0 12.416;-4.3866854 15.3449551 302.0 11.687";amont;-4,3866552;15,3449703
Maconné;Surface ouvert;Rectangulaire;;amont;-4,3859403;15,3447822;"-4.3861927 15.3448312 303.4000244140625 15.0;-4.3861952 15.3449089 303.4000244140625 15.0;-4.3861922 15.3449278 301.4000244140625 14.45";aval;-4,3861935;15,3449228
Maconné;Surface ouvert;Rectangulaire;;amont;-4,3861911;15,344927;"-4.3861426 15.3449993 301.70001220703125 11.704;-4.3861034 15.3451935 301.70001220703125 14.99;-4.3860884 15.3452656 301.70001220703125 8.92;-4.3860419 15.3453345 301.70001220703125 9.96;-4.3860346 15.3454264 301.70001220703125 8.997;-4.3860221 15.3454775 301.70001220703125 10.138;-4.3860059 15.3455141 301.70001220703125 11.138;-4.3860085 15.3456014 301.70001220703125 13.031;-4.3859846 15.3457559 301.70001220703125 10.946";aval;-4,3859698;15,3457633
Maconné;Surface ouvert;Rectangulaire;;amont;-4,3859714;15,3457639;"-4.3859485 15.3458487 301.70001220703125 11.695;-4.3859426 15.3459441 301.70001220703125 6.529;-4.3858693 15.3459122 301.70001220703125 3.866;-4.3858413 15.3460662 301.3000183105469 4.17;-4.3858232 15.3462004 301.3000183105469 6.659;-4.3858368 15.3463815 301.3000183105469 4.635;-4.3857767 15.3465371 301.3000183105469 4.406;-4.3857747 15.3463998 301.3000183105469 9.166";aval;-4,3856909;15,3468204
Maconné;Surface ouvert;Rectangulaire;;aval;-4,3852649;15,3467341;"-4.3852695 15.3466083 301.0 1.739;-4.3852173 15.3466875 301.0 15.0;-4.3853042 15.346541 301.0 15.0";amont;-4,3852758;15,3466046
Maconné;Surface ouvert;Rectangulaire;;aval;-4,3852695;15,346599;"-4.3852816 15.3465901 301.0 2.726;-4.3852791 15.3463295 301.0 15.0;-4.385289 15.3462684 301.0 15.0;-4.3853271 15.346188 301.0 13.46";amont;-4,3852819;15,34649
Maconné;Surface ouvert;Rectangulaire;;aval;-4,3852866;15,3464302;"-4.3852876 15.346415 301.0 1.739;-4.3853736 15.3461155 301.0 14.91;-4.3853835 15.3460056 301.0 10.807;-4.3854136 15.3458687 301.0 10.258;-4.3854391 15.345737 301.0 10.298";amont;-4,3853178;15,346575
Maconné;Surface ouvert;Rectangulaire;;aval;-4,385315;15,3465812;"-4.3853152 15.3465725 301.8000183105469 1.512;-4.3855472 15.3454147 301.8000183105469 15.0;-4.3856407 15.3452489 301.8000183105469 14.213;-4.3857031 15.3450901 301.8000183105469 9.845;-4.3857137 15.3449855 301.8000183105469 11.008;-4.3857519 15.3448519 301.8000183105469 5.959;-4.3857596 15.3448101 301.8000183105469 7.588";amont;-4,3857474;15,3447842
Maconné;Surface ouvert;Rectangulaire;;aval;-4,3934123;15,3515574;"-4.3933817 15.35157 299.8000183105469 5.225;-4.3956608 15.3517593 299.8000183105469 143.03";amont;-4,3956533;15,351795
Maconné;Surface ouvert;Rectangulaire;;amont;-4,3936333;15,3517333;"-4.3926426 15.3535523 299.6000061035156 100.0;-4.3935108 15.3519011 299.6000061035156 3.849";aval;-4,393473;15,3525033
Maconné;Surface ouvert;Rectangulaire;;amont;-4,394519;15,3517967;"-4.3945007 15.3517876 297.4000244140625 3.5;-4.3944001 15.3527592 297.4000244140625 2.7;-4.394195 15.3527383 297.4000244140625 5.2";aval;-4,3940828;15,352776
Maconné;Surface ouvert;Rectangulaire;;aval;-4,3944199;15,3526324;"-4.3944349 15.3526515 298.0 3.3;-4.3946667 15.3526267 299.29999999999995 2.9;-4.3949567 15.3524167 299.0 3.8";amont;-4,3949967;15,3522917
Maconné;Surface ouvert;Rectangulaire;;amont;-4,385316;15,3446139;"-4.3853305 15.3446255 301.1000061035156 15.0;-4.3852122 15.3446782 301.1000061035156 13.101";aval;-4,3852751;15,344645
Maconné;Surface ouvert;Rectangulaire;;amont;-4,3852031;15,3445607;"-4.3852212 15.3446996 301.1000061035156 15.0;-4.385188 15.3447741 301.1000061035156 13.522;-4.3851418 15.3448437 301.3000183105469 12.62;-4.3851602 15.3449546 301.3000183105469 11.921;-4.3851365 15.3450332 301.3000183105469 11.833;-4.3851451 15.3452708 300.70001220703125 9.688;-4.3851197 15.3453904 301.1000061035156 9.645";aval;-4,3851118;15,3453583
Maconné;Surface ouvert;Rectangulaire;;amont;-4,3850704;15,3453585;"-4.3850381 15.3454096 301.1000061035156 14.426;-4.3850559 15.3454765 301.1000061035156 10.338;-4.3849941 15.3456108 301.1000061035156 6.942;-4.3849437 15.3456895 300.70001220703125 5.888;-4.3849274 15.3457565 300.70001220703125 8.559";aval;-4,385022;15,3455313
Maconné;Surface ouvert;Rectangulaire;;amont;-4,3850195;15,345557;"-4.3849127 15.3459066 300.70001220703125 15.0;-4.3848361 15.3459575 300.70001220703125 14.026;-4.3848091 15.3460708 300.70001220703125 9.293;-4.3847919 15.346136 300.70001220703125 5.75;-4.3847935 15.3461755 300.70001220703125 4.835;-4.3848349 15.3462665 300.70001220703125 4.213";aval;-4,3850109;15,3456144
Maconné;Surface ouvert;Rectangulaire;;aval;-4,3848074;15,3463348;"-4.3846072 15.3454468 300.6000061035156 12.858;-4.3845922 15.3454564 300.6000061035156 6.756;-4.3845211 15.3455406 299.8000183105469 5.148;-4.3844667 15.345637 299.8000183105469 4.862;-4.3844031 15.34569 299.8000183105469 8.875;-4.3843391 15.3457828 299.8000183105469 8.216;-4.3842653 15.3458277 299.8000183105469 7.757;-4.384203 15.3458815 299.8000183105469 7.45";aval;-4,3842186;15,3458638
Maconné;Surface ouvert;Rectangulaire;;aval;-4,3903621;15,3416911;"-4.3903633 15.3416894 306.94600773091474 4.0;-4.3904948 15.3416782 306.87961683013566 6.501;-4.3906151 15.3416656 307.0361008656926 3.693;-4.3907324 15.3416842 307.07683005426964 3.05;-4.3908594 15.3416908 307.2075934897894 4.46";amont;-4,3908487;15,3415906
Maconné;Surface ouvert;Rectangulaire;;amont;-4,3908305;15,3416758;"-4.3909882 15.3416699 303.6000061035156 34.4;-4.3912683 15.3417138 303.6000061035156 3.914;-4.3915161 15.3417446 303.5 3.0;-4.3918336 15.3418026 303.6000061035156 3.014;-4.3922259 15.3418389 304.20001220703125 3.0;-4.3923054 15.341849 304.20001220703125 3.0;-4.3924927 15.3418733 304.20001220703125 3.018;-4.3926078 15.3418721 304.20001220703125 3.018;-4.3926642 15.3418647 304.20001220703125 3.0;-4.3927064 15.3418809 304.20001220703125 3.0;-4.3927932 15.3418995 304.20001220703125 3.002;-4.3928367 15.3419041 304.20001220703125 3.0";aval;-4,3927841;15,3418846
Maconné;Surface ouvert;Rectangulaire;;amont;-4,3928075;15,341828;"-4.392814 15.3418108 303.6000061035156 4.0;-4.3926749 15.3418218 303.6000061035156 3.0;-4.3920865 15.3417592 303.6000061035156 3.729;-4.3917828 15.3417132 303.6000061035156 3.0;-4.3909975 15.3416685 303.6000061035156 64.1;-4.3915756 15.3417042 303.6000061035156 5.041;-4.3913396 15.3416594 303.6000061035156 15.198;-4.391192 15.3416496 303.6000061035156 3.546;-4.3911058 15.3416355 303.5 4.675;-4.3908765 15.3416129 303.6000061035156 3.611;-4.3906943 15.341603 303.6000061035156 3.221;-4.3906029 15.3416045 303.6000061035156 3.094;-4.3905241 15.3416418 303.6000061035156 3.0;-4.3904309 15.3416441 303.6000061035156 3.0;-4.3902982 15.3416761 303.70001220703125 3.583";aval;-4,3903466;15,3416478
Maconné;Surface ouvert;Rectangulaire;;amont;-4,3917798;15,3383904;"-4.3917771 15.3383879 306.5395499001672 4.082;-4.3919501 15.3382925 306.6578749537897 4.717;-4.3921577 15.3382087 304.4000244140625 3.0;-4.3922495 15.3381651 304.4000244140625 3.0;-4.3923679 15.3381144 304.4000244140625 3.0;-4.3917772 15.338388 306.6596401544311 4.802;-4.3925804 15.3380204 306.4000244140625 4.411;-4.3926234 15.3380084 304.70001220703125 3.343";aval;-4,3925968;15,3380051
Maconné;Surface ouvert;Rectangulaire;;amont;-4,3909479;15,3495833;"-4.3908685 15.3496438 299.8000183105469 1.493;-4.3908428 15.3501383 299.8000183105469 1.27;-4.390835 15.350173 299.8000183105469 1.073;-4.390832 15.3502552 299.8000183105469 1.314;-4.3908118 15.3502773 299.8000183105469 1.853;-4.3908236 15.3502935 299.8000183105469 1.775;-4.3908332 15.3503159 299.8000183105469 1.482;-4.3908266 15.3503579 299.8000183105469 1.427;-4.390825 15.3503932 299.8000183105469 1.495;-4.3908747 15.350421 299.8000183105469 1.657;-4.390847 15.3504583 299.8000183105469 1.346;-4.3908436 15.3505001 299.8000183105469 1.325;-4.3908403 15.3505533 299.8000183105469 1.301;-4.3908287 15.3505958 299.8000183105469 1.364;-4.3908247 15.3506489 299.8000183105469 1.364;-4.3908153 15.350702 299.8000183105469 1.431;-4.390808 15.350753 299.8000183105469 1.419;-4.3908048 15.3507973 299.8000183105469 1.407;-4.3908056 15.3508365 299.8000183105469 1.392;-4.3907867 15.3508328 299.8000183105469 1.729;-4.3907875 15.3508684 299.8000183105469 1.552;-4.3907657 15.3509086 299.8000183105469 1.483;-4.3907451 15.3509543 300.932 1.39;-4.3907385 15.3509986 301.81 1.408;-4.3907302 15.3510267 302.129 1.57;-4.3907205 15.3510782 302.538 1.675;-4.3907331 15.3511235 300.813 1.498;-4.3907096 15.3511095 299.307 1.467;-4.390661 15.351107 298.68 1.562;-4.390613 15.3511021 297.481 1.539;-4.3905771 15.3510958 297.876 1.504";aval;-4,3907356;15,3510714
Maconné;Surface ouvert;Rectangulaire;;amont;-4,3907766;15,3511301;"-4.3907433 15.3510947 298.799 1.502; -4.3907159 15.3510941 299.63 1.41; -4.3906954 15.3510965 298.922 1.453; -4.3906215 15.3510954 296.934 1.445; -4.3906116 15.3510932 297.637 1.599; -4.3905939 15.3510817 298.575 1.332; -4.3905692 15.3510775 298.782 1.435; -4.3905167 15.3510672 297.287 1.617; -4.3904618 15.3510711 297.894 1.752; -4.39042 15.3510663 298.116 1.451; -4.3903936 15.3510701 297.325 1.32; -4.3903646 15.351059 297.37 1.367; -4.3903199 15.3510536 298.054 1.4; -4.3902715 15.3510535 298.069 1.596; -4.3902405 15.3510563 298.992 1.772; -4.3902058 15.3510594 298.918 1.91; -4.3901675 15.3510629 298.393 1.739; -4.3901315 15.3510557 300.173 1.409; -4.3900945 15.3510545 299.591 1.376; -4.3900455 15.3510441 299.193 1.568; -4.390005 15.3510321 299.606 1.539; -4.3900027 15.3510345 301.026 1.584; -4.3899556 15.3510336 300.376 1.516; -4.3899052 15.3510338 300.072 1.853; -4.3898542 15.3510135 299.922 2.295; -4.3898051 15.3510068 297.761 2.372; -4.3897488 15.3509982 295.042 2.437; -4.3897139 15.3510003 300.003 1.719; -4.3896926 15.3509655 300.412 1.452; -4.389665 15.350942 300.656 1.514; -4.3896251 15.3509341 300.45 1.599; -4.3895822 15.3509334 298.69 1.842; -4.3895372 15.3509332 297.614 2.328; -4.3894941 15.3509366 295.587 2.29";aval;-4,3894784;15,3510367
Maconné;Surface ouvert;Rectangulaire;;amont;-4,3894973;15,3508734;"-4.3894568 15.3510611 299.3000183105469 2.068;-4.3894533 15.3510476 299.3000183105469 1.613;-4.3894419 15.3510551 299.3000183105469 1.6;-4.3894325 15.3510671 299.3000183105469 1.503;-4.3894462 15.3511038 299.3000183105469 1.385;-4.3894473 15.3511441 299.3000183105469 1.416;-4.3894473 15.3511876 299.3000183105469 1.529;-4.3894451 15.3512218 299.3000183105469 1.523;-4.389443 15.3512576 299.3000183105469 1.457;-4.3894408 15.3513139 299.3000183105469 1.455;-4.3894418 15.3513561 299.3000183105469 1.55;-4.3894354 15.3513864 299.3000183105469 1.808;-4.3894309 15.3514304 299.3000183105469 1.806;-4.3894202 15.3514789 299.3000183105469 1.789;-4.3894178 15.3514963 299.3000183105469 1.805;-4.3894142 15.3515333 299.3000183105469 1.985;-4.3894002 15.3515609 299.3000183105469 2.001;-4.3894092 15.351594 299.3000183105469 1.949;-4.3893994 15.3516437 299.3000183105469 1.876;-4.3893946 15.3516894 299.3000183105469 1.681;-4.3893788 15.35174 299.3000183105469 1.707;-4.3893741 15.3517832 299.3000183105469 1.783;-4.3893649 15.3518279 299.3000183105469 1.757;-4.3893658 15.3518795 299.3000183105469 1.725;-4.3893613 15.3519133 299.3000183105469 1.704;-4.3893463 15.3519716 299.3000183105469 1.726;-4.3893343 15.3519962 299.3000183105469 1.876;-4.3893308 15.3520305 299.3000183105469 1.843;-4.3893361 15.3520731 299.3000183105469 1.739;-4.3893308 15.3521131 299.3000183105469 1.774;-4.3893347 15.3521566 299.3000183105469 2.153;-4.3893397 15.3521973 299.3000183105469 2.16;-4.3893408 15.3522528 299.3000183105469 2.121;-4.3893429 15.352299 299.3000183105469 1.949;-4.3893405 15.3523418 299.3000183105469 1.831;-4.3893066 15.3523685 299.3000183105469 1.688;-4.3893087 15.3523849 299.3000183105469 1.566;-4.3893003 15.3524092 299.3000183105469 1.561;-4.3892871 15.3524469 299.3000183105469 1.755";aval;;
Maconné;Surface ouvert;Rectangulaire;;amont;-4,3830944;15,3527593;"-4.3831402 15.3527628 296.8000183105469 1.9; -4.383213 15.3527553 296.4000244140625 2.126; -4.3832517 15.3527487 297.20001220703125 4.305; -4.3833243 15.3527433 297.20001220703125 1.85; -4.3833658 15.3527478 296.8000183105469 1.75; -4.3834247 15.3527428 296.8000183105469 3.553; -4.3835082 15.3527472 296.8000183105469 1.466; -4.3836125 15.3527376 296.8000183105469 1.65; -4.3836836 15.3527632 297.0 4.969; -4.3838306 15.3527723 297.0 2.075; -4.3838703 15.3527683 297.0 9.211; -4.383899 15.3527756 297.0 3.2; -4.3839667 15.3528095 297.0 2.945; -4.3840662 15.352821 297.3000183105469 3.489; -4.3841431 15.3528296 297.3000183105469 4.514; -4.3843782 15.3528565 297.20001220703125 4.116; -4.3845335 15.3528673 297.3000183105469 1.65; -4.3845889 15.3528759 297.20001220703125 3.895; -4.3847355 15.3528748 297.20001220703125 1.7; -4.3848349 15.3528858 296.8000183105469 112.887; -4.3849569 15.3528949 296.8000183105469 1.8; -4.3849814 15.3529005 296.8000183105469 1.7; -4.3851519 15.3529611 296.8000183105469 1.75; -4.3852964 15.3529519 297.6000061035156 191.444; -4.3854238 15.3529755 296.8000183105469 2.279; -4.3854976 15.35298 297.6000061035156 4.422; -4.3856644 15.35299 297.6000061035156 1.836; -4.385733 15.3529843 297.6000061035156 4.146; -4.3857929 15.3529981 297.6000061035156 5.296; -4.3859545 15.3530189 297.9000244140625 3.661; -4.3859835 15.3529838 297.9000244140625 199.147; -4.3860937 15.3530121 297.9000244140625 3.402; -4.3861644 15.3530341 297.9000244140625 4.577; -4.3863232 15.3530712 297.9000244140625 1.871; -4.3863624 15.3530664 297.9000244140625 4.137; -4.3865307 15.353078 297.9000244140625 1.5; -4.3865981 15.3530829 297.6000061035156 3.679; -4.3867641 15.3530956 296.1000061035156 1.55; -4.3868354 15.3531011 296.8000183105469 2.004; -4.386896 15.3531328 296.1000061035156 4.249; -4.3870494 15.3531239 296.1000061035156 1.6; -4.387128 15.3531418 296.1000061035156 3.864; -4.3873529 15.3531828 296.8000183105469 2.2; -4.3874682 15.3531987 296.8000183105469 4.428; -4.3876589 15.3532109 296.8000183105469 1.511; -4.3877692 15.3532061 296.8000183105469 1.55; -4.3878123 15.3532491 296.8000183105469 14.183; -4.3879151 15.3532494 296.8000183105469 1.6; -4.3879971 15.353259 296.8000183105469 2.05; -4.388081 15.3532517 296.8000183105469 4.114; -4.3881804 15.3532429 296.8000183105469 2.4; -4.3882133 15.3532471 296.8000183105469 144.408; -4.388283 15.3532979 296.8000183105469 1.75; -4.3883611 15.3532979 295.6000061035156 112.422; -4.3884551 15.3533095 295.6000061035156 3.417; -4.3886195 15.3533168 295.4000244140625 2.904; -4.3886849 15.3533261 295.4000244140625 3.991; -4.3887943 15.3533353 295.4000244140625 1.55; -4.3888499 15.3533326 295.4000244140625 1.6; -4.3888802 15.3533275 295.4000244140625 2.793; -4.3889331 15.3533191 295.4000244140625 3.597; -4.3889419 15.3533185 295.4000244140625 4.281; -4.3890401 15.353341 295.4000244140625 1.85; -4.389108 15.3533488 295.4000244140625 1.6; -4.3891711 15.3533518 295.6000061035156 4.493; -4.3892725 15.3533489 295.6000061035156 1.6; -4.3893762 15.3533778 295.0 2.331; -4.3894266 15.3533901 295.0 2.403; -4.3894376 15.3533929 295.6000061035156 5.019; -4.3895988 15.3534175 295.6000061035156 1.7; -4.3896603 15.3534139 295.6000061035156 2.484; -4.3896713 15.3534134 296.3000183105469 4.627; -4.3897731 15.3534145 296.3000183105469 1.6; -4.3898282 15.353427 296.3000183105469 1.6; -4.3898924 15.3534212 296.3000183105469 1.6; -4.3900139 15.3533959 296.3000183105469 218.688; -4.3900793 15.3534562 296.3000183105469 1.6; -4.3901309 15.3534577 296.3000183105469 4.611; -4.3902995 15.3534758 296.3000183105469 1.858; -4.3903933 15.3534992 296.3000183105469 2.468; -4.390503 15.3535129 296.3000183105469 1.5; -4.3905632 15.353528 296.0 3.84; -4.3906951 15.3535483 296.0 1.45; -4.3907355 15.3535573 296.0 1.5; -4.3908967 15.3535713 296.0 1.6; -4.3909561 15.3535824 296.0 1.7; -4.3910065 15.3535949 296.0 2.108; -4.3910719 15.3535771 296.0 2.632; -4.391183 15.3535953 296.0 1.6; -4.3912243 15.3536034 296.0 1.745; -4.3913214 15.3536041 296.0 150.812; -4.3913948 15.3536165 296.0 1.55; -4.3914516 15.3536076 296.0 4.756; -4.3914774 15.3536042 296.0 4.558; -4.3916012 15.3536112 296.0 1.7; -4.3916681 15.3536294 296.0 137.697; -4.3917946 15.353648 296.0 1.5; -4.3918469 15.3536541 295.0 4.702; -4.3918934 15.3536469 295.0 2.035; -4.3918817 15.3536717 295.0 2.0; -4.3919425 15.3536653 295.0 2.2; -4.3920094 15.3536701 295.0 2.434; -4.3921268 15.3536861 295.0 3.196; -4.3921899 15.3537007 295.0 4.196; -4.3923036 15.3537297 295.0 1.55; -4.3924261 15.353744 295.0 4.759; -4.3925707 15.3537403 295.0 2.144; -4.3926768 15.3537418 295.0 2.703; -4.3926846 15.3537414 295.0 4.404; -4.3928482 15.3537636 295.0 1.6; -4.392881 15.3537875 295.0 2.579; -4.3929179 15.353793 295.0 2.916; -4.3930283 15.3537791 295.0 2.089; -4.393088 15.3537791 295.0 1.96; -4.3932669 15.353757 295.0 4.749; -4.3932681 15.3537568 295.0 4.143; -4.3933746 15.353796 295.0 1.85; -4.3934764 15.3538274 295.0 2.383";aval;-4,3934734;15,35383
;;;;;;;;;;
Maconné;Surface ouvert;Rectangulaire;;amont;-4,390355;15,3453229;"-4.3903823 15.3452871 304.3000183105469 7.908;-4.3904033 15.3454644 304.3000183105469 23.135;-4.3903748 15.3457556 303.70001220703125 10.502;-4.3903897 15.345705 304.3000183105469 92.9;-4.3904061 15.3458962 303.70001220703125 5.121;-4.3902995 15.346152 304.3000183105469 5.1;-4.3902186 15.3468599 301.4000244140625 8.673";aval;-4,390201;15,3468402
Maconné;Surface ouvert;Rectangulaire;;amont;-4,3902146;15,3468327;"-4.3901887 15.3468437 305.0 6.377;-4.3900082 15.3468063 303.0 5.334;-4.3898396 15.3468167 304.0 4.72;-4.3896467 15.3467637 303.0 3.951;-4.3894557 15.3467464 304.0 4.776;-4.3893711 15.3467438 305.0 4.954;-4.3891808 15.346714 302.70001220703125 4.298;-4.3890081 15.3467473 302.70001220703125 4.714;-4.3887467 15.3466731 302.0 6.744;-4.3885467 15.3466699 303.0 3.895;-4.3882752 15.3467279 301.20001220703125 8.157;-4.388152 15.346698 301.8000183105469 7.618";aval;-4,3881663;15,3465939
Maconné;Surface ouvert;Rectangulaire;;amont;-4,3893908;15,3485709;"-4.3894083 15.3485532 304.0 7.653;-4.3893857 15.3487037 300.0 6.923;-4.3893395 15.3488947 306.0 5.163;-4.3893147 15.3490791 302.1000061035156 11.21;-4.389236 15.3493196 300.9000244140625 7.849";aval;-4,3892962;15,349393
Maconné;Surface ouvert;Rectangulaire;;amont;-4,3897537;15,3485576;"-4.3897429 15.3485798 300.9000244140625 6.632;-4.3896731 15.3485735 301.0 5.691;-4.389536 15.3485816 300.0 5.159;-4.389392 15.3485632 300.9000244140625 5.724;-4.3892227 15.3485144 300.9000244140625 6.376";aval;-4,3892319;15,3485227
Maconné;Surface ouvert;Rectangulaire;;amont;-4,3892291;15,348522;"-4.3891967 15.3485213 302.70001220703125 8.163;-4.3892251 15.3484839 303.0 7.586;-4.3892282 15.348345 305.0 5.264;-4.3892555 15.3481796 301.4000244140625 7.336;-4.3892662 15.3479139 301.4000244140625 10.612";aval;-4,3893198;15,3479078
Maconné;Surface ouvert;Rectangulaire;;amont;-4,3894214;15,3468755;"-4.3894458 15.3468894 301.6000061035156 7.143;-4.389444 15.3470487 301.6000061035156 9.597;-4.389349 15.3473049 301.6000061035156 12.103;-4.3893457 15.3475313 301.6000061035156 8.519;-4.3893237 15.3477322 309.0 5.301;-4.3892965 15.3478341 309.0 5.453";aval;-4,3893175;15,347846
Maconné;Surface ouvert;Rectangulaire;;amont;-4,3892905;15,347923;"-4.389339 15.3478723 301.6000061035156 7.398;-4.3894356 15.3478824 305.0 5.219;-4.3895643 15.3479294 304.0 5.277;-4.3897618 15.3479145 303.0 4.573";aval;-4,3898237;15,3479449
Maconné;Surface ouvert;Rectangulaire;;amont;-4,3895268;15,3478851;"-4.3895194 15.3478899 301.5 8.673;-4.3895316 15.3477682 301.5 8.204;-4.3895983 15.3474652 305.0 5.723";aval;-4,3895918;15,3474181
